id,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACTION_TYPE
P23944,Alpha-1D adrenergic receptor,GPCR,ADA1D_RAT,
P18130,Alpha-1A adrenergic receptor,GPCR,ADA1A_BOVIN,
P08684,Cytochrome P450 3A4,Enzyme,CP3A4_HUMAN,
P00797,Renin,Enzyme,RENI_HUMAN,INHIBITOR
Q9TSZ1,Renin,Enzyme,RENI_CALJA,
Q6DLS0,Renin,Enzyme,RENI_MACFA,
P08424,Renin,Enzyme,RENI_RAT,
P06281,Renin-1,Enzyme,RENI1_MOUSE,
Q7M3D2,Renin,Enzyme,Q7M3D2_RABIT,
Q9YQ12,Protease,Enzyme,Q9YQ12_9HIV1,
Q6DLW5,Renin,Enzyme,RENI_MACMU,
P18825,Alpha-2C adrenergic receptor,GPCR,ADA2C_HUMAN,
P61169,D(2) dopamine receptor,GPCR,DRD2_RAT,
P47989,Xanthine dehydrogenase/oxidase,Enzyme,XDH_HUMAN,INHIBITOR
P00492,Hypoxanthine-guanine phosphoribosyltransferase,Enzyme,HPRT_HUMAN,
P80457,Xanthine dehydrogenase/oxidase,Enzyme,XDH_BOVIN,
P22985,Xanthine dehydrogenase/oxidase,Enzyme,XDH_RAT,
Q9FBI2,Shiga toxin subunit A,Unclassified,STXA_SHIDY,
P28222,5-hydroxytryptamine receptor 1B,GPCR,5HT1B_HUMAN,AGONIST
P28221,5-hydroxytryptamine receptor 1D,GPCR,5HT1D_HUMAN,AGONIST
P30939,5-hydroxytryptamine receptor 1F,GPCR,5HT1F_HUMAN,AGONIST
P46098,5-hydroxytryptamine receptor 3A,Ion channel,5HT3A_HUMAN,ANTAGONIST
P23975,Sodium-dependent noradrenaline transporter,Transporter,SC6A2_HUMAN,
P11473,Vitamin D3 receptor,Nuclear hormone receptor,VDR_HUMAN,AGONIST
P30531,Sodium- and chloride-dependent GABA transporter 1,Transporter,SC6A1_HUMAN,
P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,Ion channel,GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN,
O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,GABA-A receptor; anion channel,Ion channel,GBRP_RAT|GBRB1_RAT|GBRD_RAT|GBRG2_RAT|GBRA5_RAT|GBRA3_RAT|GBRG1_RAT|GBRA2_RAT|GBRA4_RAT|GBRG3_RAT|GBRA6_RAT|GBRA1_RAT|GBRB3_RAT|GBRB2_RAT|Q91ZM7_RAT|GBRE_RAT,
P18507|P47869|P47870,GABA A receptor alpha-2/beta-2/gamma-2,Ion channel,GBRG2_HUMAN|GBRA2_HUMAN|GBRB2_HUMAN,
P16257,Translocator protein,Membrane receptor,TSPO_RAT,
P30536,Translocator protein,Unclassified,TSPO_HUMAN,
P14867,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,GBRA1_HUMAN,PARTIAL AGONIST
P25105,Platelet-activating factor receptor,GPCR,PTAFR_HUMAN,
P30551,Cholecystokinin receptor type A,GPCR,CCKAR_RAT,
O60885,Bromodomain-containing protein 4,Unclassified,BRD4_HUMAN,
P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,Ion channel,GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18507|P28472|P47869,GABA-A receptor alpha-2/beta-3/gamma-2,Ion channel,GBRG2_HUMAN|GBRB3_HUMAN|GBRA2_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18507|P28472|P34903,GABA-A receptor alpha-3/beta-3/gamma-2,Ion channel,GBRG2_HUMAN|GBRB3_HUMAN|GBRA3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18507|P28472|P31644,GABA-A receptor alpha-5/beta-3/gamma-2,Ion channel,GBRG2_HUMAN|GBRB3_HUMAN|GBRA5_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P08908,5-hydroxytryptamine receptor 1A,GPCR,5HT1A_HUMAN,
P28223,5-hydroxytryptamine receptor 2A,GPCR,5HT2A_HUMAN,
P13945,Beta-3 adrenergic receptor,GPCR,ADRB3_HUMAN,
Q02769,Squalene synthase,Enzyme,FDFT_RAT,
P07550,Beta-2 adrenergic receptor,GPCR,ADRB2_HUMAN,ANTAGONIST
P34995,Prostaglandin E2 receptor EP1 subtype,GPCR,PE2R1_HUMAN,AGONIST
P43115,Prostaglandin E2 receptor EP3 subtype,GPCR,PE2R3_HUMAN,AGONIST
P43119,Prostacyclin receptor,GPCR,PI2R_HUMAN,
P43116,Prostaglandin E2 receptor EP2 subtype,GPCR,PE2R2_HUMAN,AGONIST
P35408,Prostaglandin E2 receptor EP4 subtype,GPCR,PE2R4_HUMAN,AGONIST
Q13258,Prostaglandin D2 receptor,GPCR,PD2R_HUMAN,
P35375,Prostaglandin E2 receptor EP1 subtype,GPCR,PE2R1_MOUSE,
Q62053,Prostaglandin E2 receptor EP2 subtype,GPCR,PE2R2_MOUSE,
P30557,Prostaglandin E2 receptor EP3 subtype,GPCR,PE2R3_MOUSE,
P32240,Prostaglandin E2 receptor EP4 subtype,GPCR,PE2R4_MOUSE,
Q62928,Prostaglandin E2 receptor EP2 subtype,GPCR,PE2R2_RAT,AGONIST
P43114,Prostaglandin E2 receptor EP4 subtype,GPCR,PE2R4_RAT,AGONIST
Q8NEC5,Cation channel sperm-associated protein 1,Ion channel,CTSR1_HUMAN,ACTIVATOR
Q96P56,Cation channel sperm-associated protein 2,Ion channel,CTSR2_HUMAN,ACTIVATOR
Q86XQ3,Cation channel sperm-associated protein 3,Ion channel,CTSR3_HUMAN,ACTIVATOR
Q7RTX7,Cation channel sperm-associated protein 4,Ion channel,CTSR4_HUMAN,ACTIVATOR
P43252,Prostacyclin receptor,GPCR,PI2R_MOUSE,AGONIST
P34980,Prostaglandin E2 receptor EP3 subtype,GPCR,PE2R3_RAT,AGONIST
P70597,Prostaglandin E2 receptor EP1 subtype,GPCR,PE2R1_RAT,AGONIST
P35372,Mu-type opioid receptor,GPCR,OPRM_HUMAN,ANTAGONIST
P41145,Kappa-type opioid receptor,GPCR,OPRK_HUMAN,
P41143,Delta-type opioid receptor,GPCR,OPRD_HUMAN,
P41144,Kappa-type opioid receptor,GPCR,OPRK_CAVPO,
Q99720,Sigma non-opioid intracellular receptor 1,Membrane receptor,SGMR1_HUMAN,
Q96FL8,Multidrug and toxin extrusion protein 1,Transporter,S47A1_HUMAN,
P63231,Matrix protein 2,Ion channel,M2_I72A2,INHIBITOR
O15399|O60391|Q05586|Q12879|Q13224|Q14957|Q8TCU5,Glutamate [NMDA] receptor,Ion channel,NMDE4_HUMAN|NMD3B_HUMAN|NMDZ1_HUMAN|NMDE1_HUMAN|NMDE2_HUMAN|NMDE3_HUMAN|NMD3A_HUMAN,BLOCKER
Q20MD5,Matrix protein 2,Unclassified,Q20MD5_9INFA,
P05778,Matrix protein 2,Unclassified,M2_I000F,
P0DOF8,Matrix protein 2,Unclassified,M2_I72A8,
P22303,Acetylcholinesterase,Enzyme,ACES_HUMAN,INHIBITOR
P21836,Acetylcholinesterase,Enzyme,ACES_MOUSE,
P23795,Acetylcholinesterase,Enzyme,ACES_BOVIN,
P31645,Sodium-dependent serotonin transporter,Transporter,SC6A4_HUMAN,
Q9Y5Y9,Sodium channel protein type 10 subunit alpha,Ion channel,SCNAA_HUMAN,
P04062,Glucosylceramidase,Enzyme,GLCM_HUMAN,
P04150,Glucocorticoid receptor,Nuclear hormone receptor,GCR_HUMAN,AGONIST
P19328|P22086|P22909,Adrenergic receptor alpha-2,GPCR,ADA2B_RAT|ADA2C_RAT|ADA2A_RAT,
P15823|P23944|P43140,Adrenergic receptor alpha-1,GPCR,ADA1B_RAT|ADA1D_RAT|ADA1A_RAT,
P35462,D(3) dopamine receptor,GPCR,DRD3_HUMAN,
P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",Enzyme,PPBT_HUMAN,
O32553,"Macrolide 2'-phosphotransferase II; Macrolide 2'-phosphotransferase II protein MphB; Macrolide 2-phosphotransferase, mph(B)",Enzyme,O32553_ECOLX,
P37088,Amiloride-sensitive sodium channel subunit alpha,Ion channel,SCNNA_HUMAN,
P00749,Urokinase-type plasminogen activator,Enzyme,UROK_HUMAN,
P29274,Adenosine receptor A2a,GPCR,AA2AR_HUMAN,
P19634,Sodium/hydrogen exchanger 1,Transporter,SL9A1_HUMAN,
Q16515,Acid-sensing ion channel 2,Ion channel,ASIC2_HUMAN,BLOCKER
P78348,Acid-sensing ion channel 1,Ion channel,ASIC1_HUMAN,
O08590,Membrane primary amine oxidase,Enzyme,AOC3_RAT,
Q9UHC3,Acid-sensing ion channel 3,Ion channel,ASIC3_HUMAN,
P37088|P51168|P51170,"Amiloride-sensitive sodium channel, ENaC",Ion channel,SCNNA_HUMAN|SCNNB_HUMAN|SCNNG_HUMAN,BLOCKER
Q9W6Q1,Sodium/hydrogen exchanger,Transporter,Q9W6Q1_9SALA,
Q14940,Sodium/hydrogen exchanger 5,Transporter,SL9A5_HUMAN,INHIBITOR
P26431,Sodium/hydrogen exchanger 1,Transporter,SL9A1_RAT,INHIBITOR
P50482,Sodium/hydrogen exchanger 2,Transporter,SL9A2_RABIT,
P06869,Urokinase-type plasminogen activator,Enzyme,UROK_MOUSE,
P55926,Acid-sensing ion channel 1,Ion channel,ASIC1_RAT,
P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],Enzyme,NQO2_HUMAN,
P28593,Trypanothione reductase,Enzyme,TYTR_TRYCR,
P23977,Sodium-dependent dopamine transporter,Transporter,SC6A3_RAT,
P00747,Plasminogen,Enzyme,PLMN_HUMAN,INHIBITOR
P00750,Tissue-type plasminogen activator,Enzyme,TPA_HUMAN,INHIBITOR
P11511,Aromatase,Enzyme,CP19A_HUMAN,INHIBITOR
P24557,Thromboxane-A synthase,Enzyme,THAS_HUMAN,
P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial",Enzyme,CP11A_HUMAN,INHIBITOR
P22443,Aromatase,Enzyme,CP19A_RAT,
P00189,Cytochrome P450 11A1,Enzyme,CP11A_BOVIN,
Q4U2R8,Solute carrier family 22 member 6,Transporter,S22A6_HUMAN,
Q8VC69,Solute carrier family 22 member 6,Transporter,S22A6_MOUSE,
P35354,Prostaglandin G/H synthase 2,Enzyme,PGH2_HUMAN,
P35228,"Nitric oxide synthase, inducible",Enzyme,NOS2_HUMAN,INHIBITOR
P14780,Matrix metalloproteinase-9,Enzyme,MMP9_HUMAN,
P03956,Interstitial collagenase,Enzyme,MMP1_HUMAN,
P15917,Lethal factor,Enzyme,LEF_BACAN,
P10845,Botulinum neurotoxin type A,Enzyme,BXA1_CLOBO,
Q14524,Sodium channel protein type 5 subunit alpha,Ion channel,SCN5A_HUMAN,BLOCKER
P35372,Mu-type opioid receptor,GPCR,OPRM_HUMAN,
P21728,D(1A) dopamine receptor,GPCR,DRD1_HUMAN,
P14416,D(2) dopamine receptor,GPCR,DRD2_HUMAN,
P08913,Alpha-2A adrenergic receptor,GPCR,ADA2A_HUMAN,
P10827,Thyroid hormone receptor alpha,Nuclear hormone receptor,THA_HUMAN,
P10828,Thyroid hormone receptor beta,Nuclear hormone receptor,THB_HUMAN,
Q12809,Potassium voltage-gated channel subfamily H member 2,Ion channel,KCNH2_HUMAN,BLOCKER
Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Enzyme,EBP_HUMAN,
P28335,5-hydroxytryptamine receptor 2C,GPCR,5HT2C_HUMAN,
P50406,5-hydroxytryptamine receptor 6,GPCR,5HT6R_HUMAN,
P18089,Alpha-2B adrenergic receptor,GPCR,ADA2B_HUMAN,
P25021,Histamine H2 receptor,GPCR,HRH2_HUMAN,
P08172,Muscarinic acetylcholine receptor M2,GPCR,ACM2_HUMAN,
P20309,Muscarinic acetylcholine receptor M3,GPCR,ACM3_HUMAN,
Q01959,Sodium-dependent dopamine transporter,Transporter,SC6A3_HUMAN,
P0DMS8,Adenosine receptor A3,GPCR,AA3R_HUMAN,
P21917,D(4) dopamine receptor,GPCR,DRD4_HUMAN,
P11712,Cytochrome P450 2C9,Enzyme,CP2C9_HUMAN,
O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,Ion channel,CAC1H_HUMAN,
P25101,Endothelin-1 receptor,GPCR,EDNRA_HUMAN,
Q14534,Squalene monooxygenase,Enzyme,ERG1_HUMAN,
P06241,Tyrosine-protein kinase Fyn,Kinase,FYN_HUMAN,
P04626,Receptor tyrosine-protein kinase erbB-2,Kinase,ERBB2_HUMAN,
P37268,Squalene synthase,Enzyme,FDFT_HUMAN,
P41597,C-C chemokine receptor type 2,GPCR,CCR2_HUMAN,
P21452,Substance-K receptor,GPCR,NK2R_HUMAN,
Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,Ion channel,HCN4_HUMAN,
Q96RP8,Potassium voltage-gated channel subfamily A member 7,Ion channel,KCNA7_HUMAN,
P28564,5-hydroxytryptamine receptor 1B,GPCR,5HT1B_RAT,
P30411,B2 bradykinin receptor,GPCR,BKRB2_HUMAN,
P32245,Melanocortin receptor 4,GPCR,MC4R_HUMAN,
P33032,Melanocortin receptor 5,GPCR,MC5R_HUMAN,
P41968,Melanocortin receptor 3,GPCR,MC3R_HUMAN,
P51679,C-C chemokine receptor type 4,GPCR,CCR4_HUMAN,
P70580,Membrane-associated progesterone receptor component 1,Membrane receptor,PGRC1_RAT,
P32352,C-8 sterol isomerase,Enzyme,ERG2_YEAST,
P25779,Cruzipain,Enzyme,CYSP_TRYCR,
Q9NVV9,THAP domain-containing protein 1,Unclassified,THAP1_HUMAN,
P15389,Sodium channel protein type 5 subunit alpha,Ion channel,SCN5A_RAT,BLOCKER
O75151,Lysine-specific demethylase PHF2,Enzyme,PHF2_HUMAN,
P29375,Lysine-specific demethylase 5A,Enzyme,KDM5A_HUMAN,
Q6ZMT4,Lysine-specific demethylase 7A,Enzyme,KDM7A_HUMAN,
P34969,5-hydroxytryptamine receptor 7,GPCR,5HT7R_HUMAN,
P28222,5-hydroxytryptamine receptor 1B,GPCR,5HT1B_HUMAN,
P28221,5-hydroxytryptamine receptor 1D,GPCR,5HT1D_HUMAN,
P19020,D(3) dopamine receptor,GPCR,DRD3_RAT,ANTAGONIST
P35462,D(3) dopamine receptor,GPCR,DRD3_HUMAN,ANTAGONIST
Q14524,Sodium channel protein type 5 subunit alpha,Ion channel,SCN5A_HUMAN,
P31645,Sodium-dependent serotonin transporter,Transporter,SC6A4_HUMAN,INHIBITOR
P23975,Sodium-dependent noradrenaline transporter,Transporter,SC6A2_HUMAN,INHIBITOR
P35348,Alpha-1A adrenergic receptor,GPCR,ADA1A_HUMAN,
P21918,D(1B) dopamine receptor,GPCR,DRD5_HUMAN,
Q9H3N8,Histamine H4 receptor,GPCR,HRH4_HUMAN,
P11229,Muscarinic acetylcholine receptor M1,GPCR,ACM1_HUMAN,ANTAGONIST
Q06278,Aldehyde oxidase,Enzyme,AOXA_HUMAN,
Q99250,Sodium channel protein type 2 subunit alpha,Ion channel,SCN2A_HUMAN,
Q15858,Sodium channel protein type 9 subunit alpha,Ion channel,SCN9A_HUMAN,
P25100,Alpha-1D adrenergic receptor,GPCR,ADA1D_HUMAN,
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,RET_HUMAN,
P04629,High affinity nerve growth factor receptor,Kinase,NTRK1_HUMAN,
P15823,Alpha-1B adrenergic receptor,GPCR,ADA1B_RAT,
P43140,Alpha-1A adrenergic receptor,GPCR,ADA1A_RAT,
P31652,Sodium-dependent serotonin transporter,Transporter,SC6A4_RAT,
P14842,5-hydroxytryptamine receptor 2A,GPCR,5HT2A_RAT,ANTAGONIST
Q9WTR4,Transporter,Transporter,Q9WTR4_RAT,
P32305,5-hydroxytryptamine receptor 7,GPCR,5HT7R_RAT,ANTAGONIST
P32304,5-hydroxytryptamine receptor 7,GPCR,5HT7R_MOUSE,ANTAGONIST
P08909,5-hydroxytryptamine receptor 2C,GPCR,5HT2C_RAT,ANTAGONIST
P31388,5-hydroxytryptamine receptor 6,GPCR,5HT6R_RAT,ANTAGONIST
O15244,Solute carrier family 22 member 2,Transporter,S22A2_HUMAN,
P48542,G protein-activated inward rectifier potassium channel 2,Ion channel,KCNJ6_MOUSE,BLOCKER
Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Kinase,IKKE_HUMAN,INHIBITOR
Q9UHD2,Serine/threonine-protein kinase TBK1,Kinase,TBK1_HUMAN,INHIBITOR
Q9HC97,G-protein coupled receptor 35,GPCR,GPR35_HUMAN,
P27815|Q07343|Q08493|Q08499,Phosphodiesterase 4,Enzyme,PDE4A_HUMAN|PDE4B_HUMAN|PDE4C_HUMAN|PDE4D_HUMAN,INHIBITOR
P35368,Alpha-1B adrenergic receptor,GPCR,ADA1B_HUMAN,
Q06432,Voltage-dependent calcium channel gamma-1 subunit,Ion channel,CCG1_HUMAN,
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,Ion channel,CA2D1_HUMAN,
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,CAC1D_HUMAN,BLOCKER
O95069,Potassium channel subfamily K member 2,Ion channel,KCNK2_HUMAN,
P22002,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,CAC1C_RAT,
Q8HY88,Potassium channel subfamily K member 2,Ion channel,Q8HY88_BOVIN,
P50135,Histamine N-methyltransferase,Enzyme,HNMT_HUMAN,
Q9Y251,Heparanase,Enzyme,HPSE_HUMAN,
P05067,Amyloid beta A4 protein,Unclassified,A4_HUMAN,
P50406,5-hydroxytryptamine receptor 6,GPCR,5HT6R_HUMAN,ANTAGONIST
P35367,Histamine H1 receptor,GPCR,HRH1_HUMAN,
P21917,D(4) dopamine receptor,GPCR,DRD4_HUMAN,ANTAGONIST
Q9Y345,Sodium- and chloride-dependent glycine transporter 2,Transporter,SC6A5_HUMAN,
Q8XJ01,Penicillin-binding protein 1A,Enzyme,PBPA_CLOPE,
P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,Bacterial penicillin-binding protein,Enzyme,PBPA_ECOLI|PBPB_ECOLI|DACC_ECOLI|PBP2_ECOLI|FTSI_ECOLI|DACA_ECOLI|DACB_ECOLI,INHIBITOR
O00519,Fatty-acid amide hydrolase 1,Enzyme,FAAH1_HUMAN,
P23975,Sodium-dependent noradrenaline transporter,Transporter,SC6A2_HUMAN,RELEASING AGENT
Q01959,Sodium-dependent dopamine transporter,Transporter,SC6A3_HUMAN,RELEASING AGENT
Q16568,Cocaine- and amphetamine-regulated transcript protein,Transcription factor,CART_HUMAN,
P21396,Amine oxidase [flavin-containing] A,Enzyme,AOFA_RAT,
O55192,Sodium-dependent noradrenaline transporter,Transporter,SC6A2_MOUSE,
P30994,5-hydroxytryptamine receptor 2B,GPCR,5HT2B_RAT,
Q60857,Sodium-dependent serotonin transporter,Transporter,SC6A4_MOUSE,
Q63380,Transporter,Transporter,Q63380_RAT,
P08909|P14842|P19327|P28564|P28565|P30940|P30994|P31388|P32305|P35364|P35365|P35563|Q62758|Q9JJ16,Serotonin (5-HT) receptor,GPCR,5HT2C_RAT|5HT2A_RAT|5HT1A_RAT|5HT1B_RAT|5HT1D_RAT|5HT1F_RAT|5HT2B_RAT|5HT6R_RAT|5HT7R_RAT|5HT5A_RAT|5HT5B_RAT|5HT3A_RAT|5HT4R_RAT|5HT3B_RAT,
P19327|P28564|P28565|P30940,Serotonin 1 (5-HT1) receptor,GPCR,5HT1A_RAT|5HT1B_RAT|5HT1D_RAT|5HT1F_RAT,
P08909|P14842|P30994,Serotonin 2 (5-HT2) receptor,GPCR,5HT2C_RAT|5HT2A_RAT|5HT2B_RAT,
Q96RJ0,Trace amine-associated receptor 1,GPCR,TAAR1_HUMAN,AGONIST
Q02763,Angiopoietin-1 receptor,Kinase,TIE2_HUMAN,
Q8TD43,Transient receptor potential cation channel subfamily M member 4,Ion channel,TRPM4_HUMAN,
P03367,Gag-Pol polyprotein,Polyprotein,POL_HV1BR,
P07339,Cathepsin D,Enzyme,CATD_HUMAN,
Q72874,Pol polyprotein,Enzyme,Q72874_9HIV1,INHIBITOR
O90781,Protease,Unclassified,O90781_9PLVG,
Q9YQ30,Protease,Unclassified,Q9YQ30_9PLVG,
Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Enzyme,PDE3A_HUMAN,INHIBITOR
P33981,Dual specificity protein kinase TTK,Kinase,TTK_HUMAN,
Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",Enzyme,PDE3B_HUMAN,INHIBITOR
P27815|Q07343|Q08493|Q08499,Phosphodiesterase 4,Enzyme,PDE4A_HUMAN|PDE4B_HUMAN|PDE4C_HUMAN|PDE4D_HUMAN,
P11388,DNA topoisomerase 2-alpha,Enzyme,TOP2A_HUMAN,
Q969P6,"DNA topoisomerase I, mitochondrial",Enzyme,TOP1M_HUMAN,
P11387,DNA topoisomerase 1,Enzyme,TOP1_HUMAN,
Q02880,DNA topoisomerase 2-beta,Enzyme,TOP2B_HUMAN,
P11388|Q02880,DNA topoisomerase II,Enzyme,TOP2A_HUMAN|TOP2B_HUMAN,
O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Enzyme,PDE2A_HUMAN,
P10275,Androgen receptor,Nuclear hormone receptor,ANDR_HUMAN,
P03372,Estrogen receptor,Nuclear hormone receptor,ESR1_HUMAN,
Q92731,Estrogen receptor beta,Nuclear hormone receptor,ESR2_HUMAN,
P11511,Aromatase,Enzyme,CP19A_HUMAN,
P37058,Testosterone 17-beta-dehydrogenase 3,Enzyme,DHB3_HUMAN,
O54939,Testosterone 17-beta-dehydrogenase 3,Enzyme,DHB3_RAT,
P05121,Plasminogen activator inhibitor 1,Secreted,PAI1_HUMAN,
Q92887,Canalicular multispecific organic anion transporter 1,Transporter,MRP2_HUMAN,
P33527,Multidrug resistance-associated protein 1,Transporter,MRP1_HUMAN,
Q5T3U5,Multidrug resistance-associated protein 7,Transporter,MRP7_HUMAN,
P68371,Tubulin beta-4B chain,Structural,TBB4B_HUMAN,
P38435,Vitamin K-dependent gamma-carboxylase,Enzyme,VKGC_HUMAN,INHIBITOR
P12527,Arachidonate 5-lipoxygenase,Enzyme,LOX5_RAT,
P20309,Muscarinic acetylcholine receptor M3,GPCR,ACM3_HUMAN,ANTAGONIST
O75342,"Arachidonate 12-lipoxygenase, 12R-type",Enzyme,LX12B_HUMAN,
Q9BEG3,5-lipoxygenase,Enzyme,Q9BEG3_BOVIN,
Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Enzyme,SIR5_HUMAN,
P05981,Serine protease hepsin,Enzyme,HEPS_HUMAN,
P00761,Trypsin,Enzyme,TRYP_PIG,
P14416,D(2) dopamine receptor,GPCR,DRD2_HUMAN,AGONIST
P08913,Alpha-2A adrenergic receptor,GPCR,ADA2A_HUMAN,AGONIST
P18089,Alpha-2B adrenergic receptor,GPCR,ADA2B_HUMAN,ANTAGONIST
P35462,D(3) dopamine receptor,GPCR,DRD3_HUMAN,AGONIST
P21918,D(1B) dopamine receptor,GPCR,DRD5_HUMAN,AGONIST
P18825,Alpha-2C adrenergic receptor,GPCR,ADA2C_HUMAN,ANTAGONIST
P21917,D(4) dopamine receptor,GPCR,DRD4_HUMAN,AGONIST
O75762,Transient receptor potential cation channel subfamily A member 1,Ion channel,TRPA1_HUMAN,ACTIVATOR
P32305,5-hydroxytryptamine receptor 7,GPCR,5HT7R_RAT,
P18901,D(1A) dopamine receptor,GPCR,DRD1_RAT,
P20288,D(2) dopamine receptor,GPCR,DRD2_BOVIN,
P19020,D(3) dopamine receptor,GPCR,DRD3_RAT,
P30729,D(4) dopamine receptor,GPCR,DRD4_RAT,
Q61616,D(1A) dopamine receptor,GPCR,DRD1_MOUSE,
Q9XUB2,Zinc finger protein mex-5,Cytosolic other,MEX5_CAEEL,
P20288|Q95136,Dopamine receptor,GPCR,DRD2_BOVIN|DRD1_BOVIN,
P18901|P19020|P25115|P30729|P61169,Dopamine receptor,GPCR,DRD1_RAT|DRD3_RAT|DRD5_RAT|DRD4_RAT|DRD2_RAT,
P34949,Mannose-6-phosphate isomerase,Enzyme,MPI_HUMAN,
G5EF15,Cytoplasmic zinc-finger protein,Unclassified,G5EF15_CAEEL,
Q00987,E3 ubiquitin-protein ligase Mdm2,Nuclear other,MDM2_HUMAN,
P18089,Alpha-2B adrenergic receptor,GPCR,ADA2B_HUMAN,AGONIST
P18825,Alpha-2C adrenergic receptor,GPCR,ADA2C_HUMAN,AGONIST
P19328,Alpha-2B adrenergic receptor,GPCR,ADA2B_RAT,
P25100|P35348|P35368,Adrenergic receptor alpha-1,GPCR,ADA1D_HUMAN|ADA1A_HUMAN|ADA1B_HUMAN,
P25103,Substance-P receptor,GPCR,NK1R_HUMAN,ANTAGONIST
P29371,Neuromedin-K receptor,GPCR,NK3R_HUMAN,
Q5DUB1,Substance-P receptor,GPCR,NK1R_MERUN,
P25786,Proteasome subunit alpha type-1,Enzyme,PSA1_HUMAN,
P32418,Sodium/calcium exchanger 1,Transporter,NAC1_HUMAN,
P0DP23|P0DP24|P0DP25,Calmodulin,Cytosolic other,CALM1_HUMAN|CALM2_HUMAN|CALM3_HUMAN,INHIBITOR
P00734,Prothrombin,Enzyme,THRB_HUMAN,INHIBITOR
P00742,Coagulation factor X,Enzyme,FA10_HUMAN,
P00750,Tissue-type plasminogen activator,Enzyme,TPA_HUMAN,
P00760,Cationic trypsin,Enzyme,TRY1_BOVIN,
P00735,Prothrombin,Enzyme,THRB_BOVIN,
P14416,D(2) dopamine receptor,GPCR,DRD2_HUMAN,PARTIAL AGONIST
P47898,5-hydroxytryptamine receptor 5A,GPCR,5HT5A_HUMAN,
P28566,5-hydroxytryptamine receptor 1E,GPCR,5HT1E_HUMAN,
P14842,5-hydroxytryptamine receptor 2A,GPCR,5HT2A_RAT,
P32305,5-hydroxytryptamine receptor 7,GPCR,5HT7R_RAT,AGONIST
P08909,5-hydroxytryptamine receptor 2C,GPCR,5HT2C_RAT,
P30729,D(4) dopamine receptor,GPCR,DRD4_RAT,ANTAGONIST
P31388,5-hydroxytryptamine receptor 6,GPCR,5HT6R_RAT,AGONIST
P07305,Histone H1.0,Nuclear other,H10_HUMAN,
P08908,5-hydroxytryptamine receptor 1A,GPCR,5HT1A_HUMAN,PARTIAL AGONIST
Q16881,"Thioredoxin reductase 1, cytoplasmic",Enzyme,TRXR1_HUMAN,INHIBITOR
O00337,Sodium/nucleoside cotransporter 1,Transporter,S28A1_HUMAN,
Q9UNQ0,ATP-binding cassette sub-family G member 2,Transporter,ABCG2_HUMAN,
P0DP23|P0DP24|P0DP25,Calmodulin,Cytosolic other,CALM1_HUMAN|CALM2_HUMAN|CALM3_HUMAN,
P35346,Somatostatin receptor type 5,GPCR,SSR5_HUMAN,
P00533,Epidermal growth factor receptor,Kinase,EGFR_HUMAN,
P25103,Substance-P receptor,GPCR,NK1R_HUMAN,
P06239,Tyrosine-protein kinase Lck,Kinase,LCK_HUMAN,
O95259,Potassium voltage-gated channel subfamily H member 1,Ion channel,KCNH1_HUMAN,BLOCKER
P29702|P49355,Protein farnesyltransferase,Enzyme,FNTA_BOVIN|FNTB_BOVIN,
O75530,Polycomb protein EED,Unclassified,EED_HUMAN,
P04439,"HLA class I histocompatibility antigen, A-3 alpha chain",Unclassified,1A03_HUMAN,
Q5BJF2,Transmembrane protein 97,Enzyme,TMM97_HUMAN,
Q72547,Reverse transcriptase/RNaseH,Enzyme,Q72547_9HIV1,
P22309,UDP-glucuronosyltransferase 1-1,Enzyme,UD11_HUMAN,
